Time PST,Temp (F),Humidity,Wind Speed (in HG),Wind Gust (MPH)
2024-02-08 10:57:00,56,55,4.34,7.82
2024-02-08 11:57:00,58,44,4.34,7.82
2024-02-08 12:57:00,58,43,5.21,11.3
2024-02-08 13:57:00,60,41,3.48,9.56
2024-02-08 14:57:00,60,41,3.48,7.82
2024-02-08 15:57:00,59,40,1.74,6.95
2024-02-08 16:57:00,56,57,2.61,5.21
2024-02-08 17:57:00,52,68,1.74,4.34
2024-02-08 18:57:00,52,76,0.87,5.21
2024-02-08 19:57:00,50,68,1.74,4.34
2024-02-08 20:57:00,50,72,3.48,7.82
2024-02-08 21:57:00,50,75,4.34,11.3
2024-02-08 22:57:00,48,86,1.74,9.56
2024-02-08 23:57:00,48,82,5.21,9.56
2024-02-09 01:57:00,47,91,0.87,3.48
2024-02-09 02:57:00,47,83,4.34,9.56
2024-02-09 03:57:00,46,85,3.48,10.43
2024-02-09 04:57:00,46,83,3.48,11.3
2024-02-09 05:57:00,46,80,6.08,12.17
2024-02-09 06:57:00,45,79,5.21,11.3
2024-02-09 07:57:00,48,72,6.08,13.03
2024-02-09 08:57:00,53,64,1.74,13.03
2024-02-09 09:57:00,57,64,4.34,8.69
2024-02-09 10:57:00,59,52,4.34,9.56
2024-02-09 11:57:00,61,46,5.21,9.56
2024-02-09 12:57:00,62,46,3.48,10.43
2024-02-09 13:57:00,64,41,3.48,10.43
2024-02-09 14:57:00,60,43,4.34,9.56
2024-02-09 15:57:00,60,54,6.08,12.17
2024-02-09 16:57:00,57,60,5.21,13.03
2024-02-09 17:57:00,55,63,5.21,8.69
2024-02-09 18:57:00,53,65,2.61,8.69
2024-02-09 19:57:00,50,68,1.74,4.34
2024-02-09 20:57:00,52,50,6.08,11.3
2024-02-09 21:57:00,48,81,0.87,5.21
2024-02-09 22:57:00,47,83,2.61,6.95
2024-02-09 23:57:00,46,86,1.74,5.21
2024-02-10 01:57:00,46,72,5.21,12.17
2024-02-10 02:57:00,44,74,4.34,9.56
2024-02-10 03:57:00,43,78,0.87,7.82
2024-02-10 04:57:00,40,90,2.61,4.34
2024-02-10 05:57:00,42,84,2.61,8.69
2024-02-10 06:57:00,42,88,0.87,6.08
2024-02-10 07:57:00,49,74,1.74,7.82
2024-02-10 08:57:00,56,58,1.74,5.21
2024-02-10 09:57:00,58,54,1.74,7.82
2024-02-10 10:57:00,60,50,0.87,7.82
2024-02-10 11:57:00,63,37,2.61,7.82
2024-02-10 12:57:00,64,35,4.34,10.43
2024-02-10 13:57:00,65,28,5.21,12.17
2024-02-10 14:57:00,65,29,4.34,10.43
2024-02-10 15:57:00,64,27,3.48,9.56
2024-02-10 16:57:00,63,29,0.87,6.95
2024-02-10 17:57:00,57,37,6.08,10.43
2024-02-10 18:57:00,50,58,1.74,4.34
2024-02-10 19:57:00,51,57,1.74,6.95
2024-02-10 20:57:00,52,50,6.08,11.3
2024-02-10 21:57:00,51,47,6.08,13.9
2024-02-10 22:57:00,51,47,6.95,14.77
2024-02-10 23:57:00,50,48,8.69,16.51
2024-02-11 01:57:00,49,48,5.21,14.77
2024-02-11 02:57:00,48,49,6.08,13.9
2024-02-11 03:57:00,48,49,6.08,13.9
2024-02-11 04:57:00,48,47,5.21,15.64
2024-02-11 05:57:00,47,49,4.34,10.43
2024-02-11 06:57:00,47,46,7.82,13.9
2024-02-11 07:57:00,52,39,4.34,13.9
2024-02-11 08:57:00,57,33,3.48,11.3
2024-02-11 09:57:00,62,26,1.74,5.21
2024-02-11 10:57:00,63,25,1.74,6.08
2024-02-11 11:57:00,65,25,4.34,6.95
2024-02-11 12:57:00,66,24,4.34,11.3
2024-02-11 13:57:00,67,23,3.48,10.43
2024-02-11 14:57:00,68,22,2.61,7.82
2024-02-11 15:57:00,67,22,2.61,6.95
2024-02-11 16:57:00,64,27,4.34,7.82
2024-02-11 17:57:00,57,37,6.08,10.43
2024-02-11 18:57:00,52,46,2.61,6.95
2024-02-11 19:57:00,51,54,0.87,4.34
2024-02-11 20:57:00,52,52,4.34,9.56
2024-02-11 21:57:00,51,53,2.61,8.69
2024-02-11 22:57:00,51,53,3.48,9.56
2024-02-11 23:57:00,51,50,6.95,14.77
2024-02-12 01:57:00,50,54,4.34,10.43
2024-02-12 02:57:00,50,52,6.95,13.9
2024-02-12 03:57:00,49,53,4.34,13.03
2024-02-12 04:57:00,49,52,6.08,13.9
2024-02-12 05:57:00,49,52,5.21,12.17
2024-02-12 06:57:00,49,51,6.95,13.9
2024-02-12 07:57:00,52,47,5.21,12.17
2024-02-12 08:57:00,59,36,2.61,8.69
2024-02-12 09:57:00,63,29,2.61,6.95
2024-02-12 10:57:00,67,24,1.74,5.21
2024-02-12 11:57:00,69,21,3.48,10.43
2024-02-12 12:57:00,68,20,4.34,9.56
2024-02-12 13:57:00,70,19,2.61,11.3
2024-02-12 14:57:00,70,20,3.48,8.69
2024-02-12 15:57:00,70,23,2.61,6.95
2024-02-12 16:57:00,68,25,2.61,6.08
2024-02-12 17:57:00,58,41,4.34,6.95
2024-02-12 18:57:00,54,46,1.74,6.08
2024-02-12 19:57:00,51,56,0.87,4.34
2024-02-12 20:57:00,52,55,1.74,6.08
2024-02-12 21:57:00,49,91,0.87,4.34
2024-02-12 22:57:00,51,58,6.08,9.56
2024-02-12 23:57:00,48,66,1.74,5.21
2024-02-13 01:57:00,49,59,1.74,13.03
2024-02-13 02:57:00,49,58,1.74,6.08
2024-02-13 03:57:00,49,57,4.34,8.69
2024-02-13 04:57:00,50,53,2.61,9.56
2024-02-13 05:57:00,46,68,0.87,10.43
2024-02-13 06:57:00,46,64,1.74,5.21
2024-02-13 07:57:00,53,52,1.74,7.82
2024-02-13 08:57:00,58,45,1.74,5.21
2024-02-13 09:57:00,62,47,1.74,4.34
2024-02-13 10:57:00,64,46,1.74,6.08
2024-02-13 11:57:00,65,42,1.74,5.21
2024-02-13 12:57:00,67,37,3.48,6.95
2024-02-13 13:57:00,69,40,3.48,7.82
2024-02-13 14:57:00,69,34,3.48,9.56
2024-02-13 15:57:00,67,43,7.82,13.03
2024-02-13 16:57:00,63,54,5.21,10.43
2024-02-13 17:57:00,57,68,3.48,8.69
2024-02-13 18:57:00,55,81,3.48,5.21
2024-02-13 19:57:00,52,80,2.61,4.34
2024-02-13 21:57:00,49,91,0.87,4.34
2024-02-13 22:57:00,50,84,1.74,6.08
2024-02-13 23:57:00,49,84,1.74,6.08
2024-02-14 01:57:00,51,79,2.61,8.69
2024-02-14 02:57:00,51,76,3.48,9.56
2024-02-14 03:57:00,50,75,3.48,9.56
2024-02-14 04:57:00,50,75,3.48,9.56
2024-02-14 05:57:00,50,73,5.21,9.56
2024-02-14 06:57:00,50,71,4.34,10.43
2024-02-14 07:57:00,51,70,4.34,11.3
2024-02-14 08:57:00,53,65,3.48,7.82
2024-02-14 09:57:00,60,58,2.61,6.08
2024-02-14 10:57:00,63,52,1.74,6.08
2024-02-14 11:57:00,64,51,3.48,8.69
2024-02-14 12:57:00,65,48,3.48,9.56
2024-02-14 13:57:00,66,45,4.34,9.56
2024-02-14 14:57:00,67,44,4.34,8.69
2024-02-14 15:57:00,66,44,3.48,7.82
2024-02-14 16:57:00,64,49,3.48,6.95
2024-02-14 17:57:00,58,66,3.48,9.56
2024-02-14 18:57:00,55,72,3.48,6.08
2024-02-14 19:57:00,52,80,2.61,4.34
2024-02-14 20:57:00,52,80,2.61,4.34
2024-02-14 21:57:00,51,80,0.87,6.08
2024-02-14 22:57:00,49,86,0.87,3.48
2024-02-14 23:57:00,51,78,4.34,6.95
2024-02-15 01:57:00,50,84,0.87,6.95
2024-02-15 02:57:00,47,85,1.74,6.08
2024-02-15 03:57:00,47,83,0.87,5.21
2024-02-15 04:57:00,47,83,0.87,5.21
2024-02-15 05:57:00,48,83,1.74,4.34
2024-02-15 06:57:00,49,79,3.48,8.69
2024-02-15 07:57:00,53,68,5.21,9.56
2024-02-15 08:57:00,59,65,2.61,8.69
2024-02-15 09:57:00,63,59,1.74,6.08
2024-02-15 10:57:00,64,54,1.74,6.95
2024-02-15 11:57:00,65,52,2.61,8.69
2024-02-15 12:57:00,66,51,5.21,10.43
2024-02-15 13:57:00,68,48,4.34,10.43
2024-02-15 14:57:00,70,44,3.48,8.69
2024-02-15 15:57:00,68,50,5.21,9.56
2024-02-15 16:57:00,63,64,4.34,9.56
2024-02-15 17:57:00,59,77,4.34,8.69
2024-02-15 18:57:00,55,89,3.48,7.82
2024-02-15 19:57:00,54,97,1.74,5.21
2024-02-15 20:57:00,54,97,1.74,5.21
2024-02-15 22:57:00,53,86,3.48,5.21
2024-02-15 23:57:00,53,83,2.61,6.95
2024-02-16 01:57:00,52,77,4.34,9.56
2024-02-16 02:57:00,52,72,4.34,10.43
2024-02-16 03:57:00,51,71,3.48,9.56
2024-02-16 04:57:00,50,68,4.34,10.43
2024-02-16 05:57:00,50,67,4.34,9.56
2024-02-16 06:57:00,50,65,5.21,12.17
2024-02-16 07:57:00,51,67,3.48,9.56
2024-02-16 08:57:00,60,54,1.74,8.69
2024-02-16 09:57:00,62,60,0.87,5.21
2024-02-16 10:57:00,66,53,1.74,5.21
2024-02-16 11:57:00,68,51,0.87,6.95
2024-02-16 12:57:00,68,49,3.48,7.82
2024-02-16 13:57:00,70,44,2.61,7.82
2024-02-16 14:57:00,71,41,3.48,6.95
2024-02-16 15:57:00,70,42,4.34,8.69
2024-02-16 16:57:00,65,63,4.34,11.3
2024-02-16 17:57:00,59,77,1.74,7.82
2024-02-16 18:57:00,56,85,2.61,3.48
2024-02-16 19:57:00,55,92,1.74,3.48
2024-02-16 20:57:00,53,94,2.61,3.48
2024-02-16 21:57:00,53,94,2.61,3.48
2024-02-16 22:57:00,51,89,1.74,2.61
2024-02-16 23:57:00,49,91,0.87,2.61
2024-02-17 01:57:00,48,90,0.87,2.61
2024-02-17 02:57:00,48,97,1.74,3.48
2024-02-17 03:57:00,50,99,2.61,3.48
2024-02-17 04:57:00,49,99,1.74,4.34
2024-02-17 05:57:00,50,100,0.87,2.61
2024-02-17 06:57:00,50,96,2.61,5.21
2024-02-17 07:57:00,51,91,1.74,3.48
2024-02-17 08:57:00,55,81,1.74,4.34
2024-02-17 09:57:00,55,81,1.74,4.34
2024-02-17 10:57:00,60,70,3.48,6.08
2024-02-17 11:57:00,60,72,3.48,6.95
2024-02-17 12:57:00,62,69,3.48,9.56
2024-02-17 13:57:00,65,65,3.48,7.82
2024-02-17 14:57:00,65,62,4.34,8.69
2024-02-17 15:57:00,64,64,5.21,8.69
2024-02-17 16:57:00,61,69,2.61,7.82
2024-02-17 17:57:00,59,73,2.61,5.21
2024-02-17 18:57:00,57,78,3.48,9.56
2024-02-17 19:57:00,55,85,1.74,4.34
2024-02-17 20:57:00,55,85,2.61,4.34
2024-02-17 21:57:00,54,90,0.87,3.48
2024-02-17 22:57:00,54,91,2.61,3.48
2024-02-17 23:57:00,54,93,0.87,3.48
2024-02-18 01:57:00,54,90,1.74,6.08
2024-02-18 02:57:00,53,95,2.61,3.48
2024-02-18 03:57:00,53,95,2.61,3.48
2024-02-18 07:57:00,55,84,0.87,2.61
2024-02-18 08:57:00,57,81,2.61,5.21
2024-02-18 09:57:00,61,69,1.74,6.95
2024-02-18 10:57:00,63,62,2.61,6.08
2024-02-18 11:57:00,66,56,4.34,7.82
2024-02-18 12:57:00,69,50,3.48,7.82
2024-02-18 13:57:00,69,52,5.21,8.69
2024-02-18 14:57:00,66,58,5.21,11.3
2024-02-18 15:57:00,65,60,6.08,13.03
2024-02-18 16:57:00,62,66,4.34,11.3
2024-02-18 17:57:00,61,68,1.74,6.95
2024-02-18 18:57:00,60,73,1.74,3.48
2024-02-18 19:57:00,59,79,2.61,4.34
2024-02-18 20:57:00,59,79,2.61,4.34
2024-02-18 22:57:00,57,87,1.74,2.61
2024-02-18 23:57:00,57,87,1.74,2.61
2024-02-19 01:57:00,56,88,0.87,1.74
2024-02-19 02:57:00,56,93,0.87,2.61
2024-02-19 03:57:00,55,97,0.87,2.61
2024-02-19 04:57:00,55,99,1.74,5.21
2024-02-19 05:57:00,54,99,2.61,7.82
2024-02-19 06:57:00,54,99,2.61,6.95
2024-02-19 07:57:00,55,99,4.34,8.69
2024-02-19 08:57:00,55,98,5.21,7.82
2024-02-19 09:57:00,56,97,4.34,8.69
2024-02-19 10:57:00,56,96,4.34,8.69
2024-02-19 11:57:00,57,96,2.61,6.08
2024-02-19 12:57:00,57,97,2.61,5.21
2024-02-19 13:57:00,57,95,1.74,7.82
2024-02-19 14:57:00,57,95,0.87,4.34
2024-02-19 15:57:00,56,96,0.87,3.48
2024-02-19 16:57:00,55,98,2.61,5.21
2024-02-19 17:57:00,54,99,3.48,7.82
2024-02-19 18:57:00,54,99,3.48,6.95
2024-02-19 19:57:00,55,96,1.74,6.08
2024-02-19 20:57:00,54,99,3.48,6.08
2024-02-19 21:57:00,54,99,2.61,6.08
2024-02-19 22:57:00,54,100,0.87,5.21
2024-02-19 23:57:00,54,99,0.87,7.82
2024-02-20 01:57:00,55,96,3.48,10.43
2024-02-20 02:57:00,55,95,2.61,8.69
2024-02-20 03:57:00,55,97,3.48,6.95
2024-02-20 04:57:00,54,99,4.34,8.69
2024-02-20 05:57:00,54,96,4.34,9.56
2024-02-20 06:57:00,54,96,4.34,9.56
2024-02-20 07:57:00,55,98,3.48,9.56
2024-02-20 08:57:00,55,98,2.61,9.56
2024-02-20 09:57:00,56,95,2.61,10.43
2024-02-20 10:57:00,57,97,2.61,8.69
2024-02-20 11:57:00,57,96,4.34,10.43
2024-02-20 12:57:00,57,96,4.34,10.43
2024-02-20 13:57:00,57,97,1.74,6.95
2024-02-20 14:57:00,57,97,2.61,6.95
2024-02-20 15:57:00,57,95,4.34,15.64
2024-02-20 16:57:00,57,92,0.87,9.56
2024-02-20 17:57:00,56,92,2.61,7.82
2024-02-20 18:57:00,56,94,2.61,7.82
2024-02-20 19:57:00,56,92,2.61,6.08
2024-02-20 20:57:00,55,93,0.87,5.21
2024-02-20 21:57:00,55,93,0.87,5.21
2024-02-20 22:57:00,54,97,0.87,2.61
2024-02-20 23:57:00,54,93,1.74,3.48
2024-02-21 01:57:00,54,94,1.74,4.34
2024-02-21 02:57:00,53,98,0.87,4.34
2024-02-21 03:57:00,53,100,3.48,5.21
2024-02-21 04:57:00,52,100,0.87,6.08
2024-02-21 05:57:00,53,99,3.48,8.69
2024-02-21 06:57:00,53,92,0.87,9.56
2024-02-21 07:57:00,55,96,0.87,6.08
2024-02-21 08:57:00,60,71,0.87,4.34
2024-02-21 09:57:00,62,70,1.74,6.08
2024-02-21 10:57:00,62,70,2.61,6.08
2024-02-21 11:57:00,65,58,4.34,9.56
2024-02-21 12:57:00,67,53,2.61,10.43
2024-02-21 13:57:00,68,52,5.21,10.43
2024-02-21 14:57:00,69,52,6.08,13.03
2024-02-21 15:57:00,67,53,4.34,11.3
2024-02-21 16:57:00,65,56,5.21,9.56
2024-02-21 17:57:00,61,65,5.21,9.56
2024-02-21 18:57:00,58,77,1.74,6.95
2024-02-21 19:57:00,54,88,2.61,4.34
2024-02-21 20:57:00,54,88,2.61,4.34
2024-02-21 21:57:00,51,97,0.87,3.48
2024-02-21 22:57:00,52,89,1.74,5.21
2024-02-21 23:57:00,52,89,1.74,5.21
2024-02-22 01:57:00,50,96,0.87,2.61
2024-02-22 02:57:00,50,85,0.87,6.95
2024-02-22 03:57:00,50,78,3.48,8.69
2024-02-22 04:57:00,50,73,5.21,10.43
2024-02-22 05:57:00,50,75,2.61,12.17
2024-02-22 06:57:00,51,69,2.61,8.69
2024-02-22 07:57:00,55,58,3.48,11.3
2024-02-22 08:57:00,61,55,0.87,8.69
2024-02-22 09:57:00,64,58,1.74,4.34
2024-02-22 10:57:00,65,57,2.61,6.08
2024-02-22 11:57:00,67,51,3.48,12.17
2024-02-22 12:57:00,69,49,4.34,9.56
2024-02-22 13:57:00,71,43,3.48,11.3
2024-02-22 14:57:00,72,36,3.48,7.82
2024-02-22 15:57:00,71,37,3.48,7.82
2024-02-22 16:57:00,68,50,4.34,8.69
2024-02-22 17:57:00,61,64,4.34,8.69
2024-02-22 18:57:00,61,64,4.34,8.69
2024-02-22 19:57:00,54,84,0.87,3.48
2024-02-22 20:57:00,54,84,0.87,3.48
2024-02-22 21:57:00,52,84,1.74,6.08
2024-02-22 22:57:00,52,84,1.74,6.08
2024-02-22 23:57:00,54,69,1.74,6.95
2024-02-23 01:57:00,54,60,1.74,12.17
2024-02-23 02:57:00,56,47,4.34,11.3
2024-02-23 03:57:00,56,47,5.21,10.43
2024-02-23 04:57:00,56,47,2.61,9.56
2024-02-23 05:57:00,56,47,4.34,8.69
2024-02-23 06:57:00,55,53,2.61,7.82
2024-02-23 07:57:00,57,47,6.95,12.17
2024-02-23 08:57:00,65,39,2.61,12.17
2024-02-23 09:57:00,65,39,2.61,12.17
2024-02-23 10:57:00,73,32,1.74,5.21
2024-02-23 11:57:00,76,24,3.48,6.95
2024-02-23 12:57:00,78,23,1.74,5.21
2024-02-23 13:57:00,76,21,0.87,5.21
2024-02-23 14:57:00,77,21,2.61,7.82
2024-02-23 15:57:00,79,20,3.48,7.82
2024-02-23 16:57:00,75,22,1.74,5.21
2024-02-23 17:57:00,69,33,0.87,4.34
2024-02-23 18:57:00,66,36,4.34,9.56
2024-02-23 19:57:00,66,37,3.48,13.9
2024-02-23 20:57:00,64,41,2.61,9.56
2024-02-23 21:57:00,63,42,6.95,14.77
2024-02-23 22:57:00,61,46,1.74,15.64
2024-02-23 23:57:00,62,42,4.34,9.56
2024-02-24 01:57:00,61,43,4.34,11.3
2024-02-24 02:57:00,59,48,0.87,9.56
2024-02-24 03:57:00,59,46,3.48,7.82
2024-02-24 04:57:00,61,43,1.74,12.17
2024-02-24 05:57:00,60,45,5.21,12.17
2024-02-24 06:57:00,61,43,5.21,13.03
2024-02-24 07:57:00,61,43,5.21,13.03
2024-02-24 08:57:00,65,40,0.87,6.08
2024-02-24 09:57:00,67,37,3.48,6.08
2024-02-24 10:57:00,71,33,1.74,6.95
2024-02-24 11:57:00,72,33,3.48,8.69
2024-02-24 12:57:00,74,29,1.74,6.95
2024-02-24 13:57:00,77,27,2.61,8.69
2024-02-24 14:57:00,78,25,0.87,6.08
2024-02-24 15:57:00,77,25,3.48,6.08
2024-02-24 16:57:00,76,28,3.48,6.08
2024-02-24 17:57:00,66,47,3.48,12.17
2024-02-24 18:57:00,61,58,2.61,6.08
2024-02-24 19:57:00,59,58,0.87,3.48
2024-02-24 20:57:00,61,53,2.61,7.82
2024-02-24 21:57:00,61,51,2.61,8.69
2024-02-24 22:57:00,57,64,0.87,4.34
2024-02-24 23:57:00,60,50,3.48,8.69
2024-02-25 01:57:00,58,50,3.48,8.69
2024-02-25 02:57:00,56,58,2.61,9.56
2024-02-25 03:57:00,57,52,6.08,11.3
2024-02-25 04:57:00,55,60,1.74,6.08
2024-02-25 05:57:00,57,51,3.48,8.69
2024-02-25 06:57:00,55,61,4.34,9.56
2024-02-25 07:57:00,60,49,5.21,9.56
2024-02-25 08:57:00,61,57,0.87,9.56
2024-02-25 09:57:00,63,54,1.74,4.34
2024-02-25 10:57:00,66,51,2.61,5.21
2024-02-25 11:57:00,65,50,6.08,9.56
2024-02-25 12:57:00,68,47,2.61,7.82
2024-02-25 13:57:00,70,41,1.74,6.95
2024-02-25 14:57:00,72,38,1.74,4.34
2024-02-25 15:57:00,71,38,1.74,3.48
2024-02-25 16:57:00,69,45,1.74,4.34
2024-02-25 17:57:00,63,63,3.48,6.95
2024-02-25 18:57:00,59,64,2.61,5.21
2024-02-25 19:57:00,56,86,1.74,3.48
2024-02-25 20:57:00,56,86,1.74,3.48
2024-02-25 21:57:00,53,95,0.87,1.74
2024-02-25 22:57:00,53,95,0.87,1.74
2024-02-26 01:57:00,51,96,1.74,3.48
2024-02-26 02:57:00,53,87,3.48,6.95
2024-02-26 03:57:00,53,70,1.74,6.95
2024-02-26 04:57:00,52,90,1.74,6.08
2024-02-26 05:57:00,53,80,1.74,3.48
2024-02-26 06:57:00,53,80,1.74,3.48
2024-02-26 07:57:00,56,69,4.34,9.56
2024-02-26 08:57:00,56,82,2.61,5.21
2024-02-26 09:57:00,59,70,5.21,7.82
2024-02-26 10:57:00,60,69,0.87,6.95
2024-02-26 11:57:00,62,67,1.74,3.48
2024-02-26 12:57:00,63,64,0.87,6.08
2024-02-26 13:57:00,66,56,0.87,3.48
2024-02-26 14:57:00,64,58,2.61,6.08
2024-02-26 15:57:00,62,63,4.34,8.69
2024-02-26 16:57:00,60,69,5.21,9.56
2024-02-26 17:57:00,56,92,1.74,8.69
2024-02-26 18:57:00,55,98,2.61,4.34
2024-02-26 19:57:00,54,99,0.87,3.48
2024-02-26 20:57:00,54,99,0.87,3.48
2024-02-26 21:57:00,55,100,0.87,2.61
2024-02-26 22:57:00,55,100,0.87,2.61
2024-02-26 23:57:00,55,100,0.87,2.61
2024-02-27 01:57:00,54,100,0.87,2.61
2024-02-27 04:57:00,54,100,0.87,2.61
2024-02-27 05:57:00,54,100,0.87,2.61
2024-02-27 07:57:00,55,99,1.74,3.48
2024-02-27 08:57:00,56,94,1.74,5.21
2024-02-27 09:57:00,57,89,1.74,3.48
2024-02-27 10:57:00,59,81,2.61,4.34
2024-02-27 11:57:00,60,76,3.48,7.82
2024-02-27 12:57:00,63,67,2.61,8.69
2024-02-27 13:57:00,65,62,0.87,6.08
2024-02-27 14:57:00,63,64,3.48,6.95
2024-02-27 15:57:00,65,60,4.34,6.95
2024-02-27 16:57:00,62,69,5.21,7.82
2024-02-27 17:57:00,58,81,2.61,7.82
2024-02-27 18:57:00,54,91,1.74,3.48
2024-02-27 19:57:00,53,94,1.74,2.61
2024-02-27 20:57:00,53,89,0.87,4.34
2024-02-27 21:57:00,55,83,4.34,7.82
2024-02-27 22:57:00,54,85,1.74,9.56
2024-02-27 23:57:00,54,85,1.74,6.95
2024-02-28 01:57:00,52,86,4.34,8.69
2024-02-28 02:57:00,52,82,2.61,7.82
2024-02-28 03:57:00,51,85,0.87,5.21
2024-02-28 04:57:00,53,71,5.21,10.43
2024-02-28 05:57:00,50,83,0.87,12.17
2024-02-28 06:57:00,53,63,4.34,9.56
2024-02-28 07:57:00,59,55,1.74,6.95
2024-02-28 08:57:00,63,58,1.74,3.48
2024-02-28 09:57:00,66,54,0.87,4.34
2024-02-28 10:57:00,69,55,1.74,5.21
2024-02-28 11:57:00,71,43,3.48,6.95
2024-02-28 12:57:00,72,45,3.48,7.82
2024-02-28 13:57:00,74,41,6.08,10.43
2024-02-28 14:57:00,74,44,6.95,11.3
2024-02-28 15:57:00,71,48,6.95,12.17
2024-02-28 16:57:00,68,56,4.34,12.17
2024-02-28 17:57:00,62,68,3.48,8.69
2024-02-28 18:57:00,58,79,1.74,6.08
2024-02-28 19:57:00,55,81,1.74,3.48
2024-02-28 20:57:00,55,81,1.74,3.48
2024-02-28 21:57:00,51,97,0.87,2.61
2024-02-28 22:57:00,51,97,0.87,2.61
2024-02-28 23:57:00,51,90,0.87,4.34
2024-02-29 01:57:00,54,83,2.61,4.34
2024-02-29 02:57:00,54,82,3.48,6.08
2024-02-29 03:57:00,54,82,1.74,6.95
2024-02-29 04:57:00,54,80,1.74,6.08
2024-02-29 05:57:00,53,76,4.34,8.69
2024-02-29 06:57:00,54,74,3.48,9.56
2024-02-29 07:57:00,55,70,5.21,8.69
2024-02-29 08:57:00,57,66,4.34,9.56
2024-02-29 09:57:00,61,67,2.61,7.82
2024-02-29 10:57:00,63,68,2.61,6.95
2024-02-29 11:57:00,64,64,1.74,6.95
2024-02-29 12:57:00,63,63,0.87,5.21
2024-02-29 13:57:00,63,66,3.48,7.82
2024-02-29 14:57:00,66,61,5.21,8.69
2024-02-29 15:57:00,63,63,3.48,6.95
2024-02-29 16:57:00,61,66,5.21,9.56
2024-02-29 17:57:00,59,70,4.34,9.56
2024-02-29 18:57:00,58,73,3.48,7.82
2024-02-29 19:57:00,57,76,2.61,5.21
2024-02-29 20:57:00,56,76,3.48,6.08
2024-02-29 21:57:00,56,77,3.48,6.08
2024-02-29 22:57:00,54,82,2.61,3.48
2024-02-29 23:57:00,53,84,1.74,5.21
2024-03-01 01:57:00,52,88,0.87,2.61
2024-03-01 02:57:00,53,89,0.87,2.61
2024-03-01 03:57:00,52,92,1.74,3.48
2024-03-01 04:57:00,51,91,0.87,2.61
2024-03-01 05:57:00,51,91,0.87,2.61
2024-03-01 06:57:00,53,80,2.61,4.34
2024-03-01 07:57:00,58,70,1.74,6.95
2024-03-01 08:57:00,63,58,1.74,4.34
2024-03-01 09:57:00,64,54,2.61,6.95
2024-03-01 10:57:00,64,50,1.74,7.82
2024-03-01 11:57:00,65,46,1.74,8.69
2024-03-01 12:57:00,66,48,2.61,7.82
2024-03-01 13:57:00,68,45,6.95,12.17
2024-03-01 14:57:00,63,55,3.48,13.03
2024-03-01 15:57:00,64,53,4.34,9.56
2024-03-01 16:57:00,61,58,5.21,10.43
2024-03-01 17:57:00,60,61,2.61,9.56
2024-03-01 18:57:00,58,72,4.34,10.43
2024-03-01 19:57:00,57,78,3.48,9.56
2024-03-01 20:57:00,56,87,3.48,7.82
2024-03-01 21:57:00,56,88,1.74,5.21
2024-03-01 22:57:00,56,87,2.61,6.95
2024-03-01 23:57:00,55,94,5.21,7.82
2024-03-02 01:57:00,54,100,3.48,6.95
2024-03-02 02:57:00,55,100,5.21,10.43
2024-03-02 03:57:00,54,100,3.48,10.43
2024-03-02 04:57:00,54,100,0.87,6.08
2024-03-02 05:57:00,53,100,4.34,7.82
2024-03-02 06:57:00,53,99,4.34,14.77
2024-03-02 07:57:00,54,98,0.87,6.95
2024-03-02 08:57:00,58,89,2.61,6.95
2024-03-02 09:57:00,56,96,6.95,16.51
2024-03-02 10:57:00,60,84,9.56,16.51
2024-03-02 11:57:00,60,82,8.69,19.12
2024-03-02 12:57:00,59,78,11.3,19.12
2024-03-02 13:57:00,57,97,7.82,15.64
